OSEBuildingID,BuildingType,PrimaryPropertyType,PropertyName,Address,ZipCode,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),DefaultData,ComplianceStatus,Outlier,TotalGHGEmissions,GHGEmissionsIntensity,Usage_multiple,PartHabitation(%),PartNonHabitation(%),z_GFAtotal
387,NonResidential,Large Office,Puget Sound Plaza,1325 4th Avenue,98101.0,7,DOWNTOWN,47.60869,-122.33588,1960,1.0,21.0,298426,0,298426,"Office, Other - Education, Parking",Office,286538.0,Parking,197750.0,Other - Education,11888.0,2017201320092008,79.0,90.69999695,95.69999695,202.1000061,206.8999939,27076922.0,28559888.0,12760971.0,4195765.0,14315950.0,0.0,0.0,False,Compliant,,1084.79,3.64,Multi usage,0.0,100.0,1.1822520436310315
389,NonResidential,Hotel,Fairmont Olympic Seattle,411 University Street,98101.0,7,DOWNTOWN,47.60804,-122.33391,1923,1.0,12.0,542305,0,542305,"Hotel, Swimming Pool",Hotel,542305.0,Swimming Pool,0.0,,,,45.0,104.1999969,105.1999969,210.1999969,209.3999939,56485204.0,57051236.0,28438884.0,7056889.5,24078107.0,39682.11328,3968211.0,False,Compliant,,2573.75,4.75,Multi usage,0.0,100.0,2.6718514042062544
390,NonResidential,Retail Store,RAINIER ELECTRONICS LLC,2700 RAINIER AVE. S.,98144.0,2,SOUTHEAST,47.57936,-122.29744,1980,1.0,2.0,291940,0,291940,"Office, Retail Store",Retail Store,191940.0,Office,100000.0,,,,80.0,40.0,41.40000153,113.1999969,113.9000015,11688601.0,12080064.0,0.0,2911448.0,9933861.0,17547.39063,1754739.0,False,Compliant,,162.45,0.56,Multi usage,0.0,100.0,1.1426359165651878
391,NonResidential,Mixed Use Property,Thaw Building,8300 Military Rd South,98108.0,2,GREATER DUWAMISH,47.52871,-122.29443,1970,0.0,1.0,88400,0,88400,"Distribution Center, Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,33450.0,Office,29620.0,Distribution Center,27715.0,,42.0,48.29999924,53.0,109.0,113.9000015,4383100.5,4811200.0,0.0,741693.375,2530658.0,18524.42188,1852442.0,False,Compliant,,116.03,1.31,Multi usage,0.0,100.0,-0.10057507680234634
392,NonResidential,Warehouse,Linden Bldg,910 N 137th St,98133.0,5,NORTHWEST,47.72912,-122.34677,1960,1.0,1.0,52311,0,52311,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,51116.0,,,,,,96.0,18.20000076,21.70000076,19.79999924,23.5,930611.875,1109137.125,0.0,4913.5,16765.0,9138.469727,913847.0,False,Compliant,,48.65,0.93,Mono usage,0.0,100.0,-0.3210046805148399
393,NonResidential,Other,500 Yale,500 Yale Ave N,98109.0,7,LAKE UNION,47.62323,-122.33028,2009,1.0,5.0,141131,69710,71421,"Office, Parking, Personal Services (Health/Beauty, Dry Cleaning, etc)",Parking,74831.0,Office,71643.0,,,,,43.09999847,43.09999847,135.1999969,135.1999969,3085814.0,3085814.0,0.0,904400.1875,3085813.0,0.0,0.0,False,Compliant,,21.51,0.15,Multi usage,0.0,100.0,0.2215029368129796
394,NonResidential,Large Office,501 Eastlake Ave. (ID394) Republican Building,501 EASTLAKE AVE E,98109.0,7,LAKE UNION,47.62333,-122.3296,2001,1.0,5.0,176532,70067,106465,"Office, Parking",Office,103494.0,Parking,70067.0,,,2015,60.0,56.09999847,56.09999847,176.1000061,176.1000061,5803409.0,5803409.0,0.0,1700881.75,5803409.0,0.0,0.0,False,Compliant,,40.46,0.23,Multi usage,0.0,100.0,0.43773027481142746
395,NonResidential,Warehouse,Ferguson Terminal,4205 9th Ave NW,98107.0,6,BALLARD,47.65825,-122.3683,1973,1.0,1.0,52500,0,52500,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,49395.0,Office,5853.0,,,,2.0,72.19999695,76.80000305,191.8000031,196.6000061,3989399.0,4243867.0,0.0,898234.875,3064777.0,9246.209961,924621.0,False,Compliant,,70.47,1.34,Multi usage,0.0,100.0,-0.3198502790323477
396,NonResidential,Warehouse,SBC396,5301 Shilshole Ave NW,98107.0,6,BALLARD,47.66587,-122.38476,1959,1.0,2.0,57300,0,57300,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,29001.0,Office,28299.0,,,,55.0,79.59999847,88.90000153,151.1999969,161.0,4560492.0,5095134.5,0.0,543351.0,1853914.0,27065.78125,2706578.0,False,Compliant,,156.67,2.73,Multi usage,0.0,100.0,-0.2905321461436567
398,NonResidential,Large Office,2601 Elliott Avenue,2601 Elliott Avenue,98121.0,7,DOWNTOWN,47.61429,-122.35263,1916,1.0,6.0,350310,0,350310,"College/University, Office, Restaurant",Office,305233.0,College/University,26900.0,Restaurant,7666.0,2017,90.0,53.29999924,53.29999924,154.1999969,154.1999969,18102026.0,18102026.0,0.0,4681819.0,15974366.0,21276.56445,2127656.0,False,Compliant,,224.36,0.64,Multi usage,0.0,100.0,1.499156628380374
401,NonResidential,Hotel,WAC aggregate,1325 6th Ave,98101.0,7,DOWNTOWN,47.60968,-122.33379,1930,1.0,21.0,305548,0,305548,Hotel,Hotel,310000.0,,,,,,58.0,108.8000031,111.4000015,220.6000061,222.1999969,33729336.0,34527356.0,16284570.0,4272584.5,14578058.0,28667.04883,2866705.0,False,Compliant,,1510.85,4.94,Mono usage,0.0,100.0,1.2257528233046269
403,NonResidential,Large Office,Logan Building,500 Union St,98101.0,7,DOWNTOWN,47.61003,-122.33452,1958,1.0,10.0,135918,0,135918,Office,Office,144570.0,,,,,,91.0,44.40000153,46.79999924,111.0999985,114.0,6423556.5,6771618.5,2121203.0,1260947.625,4302353.0,0.0,0.0,False,Compliant,,193.72,1.43,Mono usage,0.0,100.0,0.18966222290699083
404,NonResidential,Retail Store,O'Shea Building,501 Pine Street,98101.0,7,DOWNTOWN,47.61159,-122.33601,1914,1.0,4.0,79957,0,79957,"Office, Retail Store",Retail Store,35694.0,Office,29723.0,,,,25.0,80.30000305,79.09999847,252.1000061,248.1999969,5252131.0,5171529.0,0.0,1539311.375,5252130.0,0.0,0.0,False,Compliant,,36.61,0.46,Multi usage,0.0,100.0,-0.15214445096468343
405,NonResidential,Large Office,The Decatur,1511 6th Avenue,98101.0,7,DOWNTOWN,47.61166,-122.33528,1921,1.0,4.0,127268,0,127268,"Non-Refrigerated Warehouse, Office, Retail Store",Office,62512.0,Retail Store,53971.0,Non-Refrigerated Warehouse,5000.0,,71.0,63.5,63.5,171.5,171.5,7711757.5,7711757.5,714523.6875,1770165.625,6039805.0,9574.279297,957428.0,True,Error - Correct Default Data,,148.11,1.16,Multi usage,0.0,100.0,0.13682850426382895
406,NonResidential,Large Office,520 Pike Tower,520 Pike Street,98101.0,7,DOWNTOWN,47.61125,-122.33494,1983,1.0,29.0,500000,0,500000,"Office, Parking, Retail Store",Office,411301.0,Parking,80005.0,Retail Store,14528.0,201720152014201220102008,93.0,44.29999924,45.20000076,139.0,141.8999939,18848780.0,19249572.0,0.0,5524260.5,18848777.0,0.0,0.0,False,Compliant,,131.4,0.26,Multi usage,0.0,100.0,2.413454818402906
408,NonResidential,Large Office,Fourth and Pike Building,1424 4th Ave,98101.0,7,DOWNTOWN,47.61005,-122.3361,1926,0.0,10.0,132326,0,132326,"Office, Other, Retail Store",Office,92006.0,Other,12610.0,Retail Store,9835.0,,72.0,52.70000076,53.70000076,159.8000031,163.0,6029020.0,6146691.5,328247.0938,1670053.125,5698221.0,25.51000023,2551.0,False,Compliant,,65.2,0.49,Multi usage,0.0,100.0,0.16772248679528706
409,NonResidential,Large Office,Washington Federal,425 Pike Street,98101.0,7,DOWNTOWN,47.61033,-122.3357,1984,1.0,6.0,109830,13200,96630,"Office, Other, Parking, Retail Store",Office,83485.0,Parking,13200.0,Retail Store,5000.0,,45.0,87.90000153,87.90000153,275.8999939,275.8999939,7335905.5,7335905.5,0.0,2150030.75,7335905.0,0.0,0.0,False,Compliant,,51.14,0.47,Multi usage,0.0,100.0,0.030318170656955308
410,NonResidential,Hotel,Motif Seattle,1414 4th Ave,98101.0,7,DOWNTOWN,47.60996,-122.33572,1973,0.0,19.0,332067,59280,272787,Hotel,Hotel,332067.0,,,,,,6.0,113.8000031,114.4000015,251.3000031,249.3000031,37785552.0,37984148.0,15586014.0,5803207.0,19800542.0,23989.94922,2398995.0,False,Compliant,,1468.5,4.42,Mono usage,0.0,100.0,1.3877293995702926
411,NonResidential,Large Office,Joshua Green Building,1425 4th Avenue,98101.0,7,DOWNTOWN,47.60991,-122.33687,1910,1.0,10.0,130513,0,130513,"Office, Restaurant, Retail Store",Office,87391.0,Retail Store,32264.0,Restaurant,10858.0,,49.0,89.30000305,90.40000153,204.1000061,205.3999939,11651200.0,11792293.0,631029.0,2006739.75,6846996.0,41731.74609,4173175.0,False,Compliant,,318.08,2.44,Multi usage,0.0,100.0,0.1566487836854544
412,NonResidential,Small- and Mid-Sized Office,MiKen Building,1417 Fourth Avenue,98101.0,7,DOWNTOWN,47.60953,-122.33647,1920,1.0,8.0,60660,0,60660,"Office, Retail Store",Office,41958.0,Retail Store,4800.0,,,,,55.29999924,55.29999924,173.6999969,173.6999969,2586116.0,2586116.0,0.0,757947.125,2586116.0,0.0,0.0,False,Compliant,,18.03,0.3,Multi usage,0.0,100.0,-0.270009453121573
413,NonResidential,Large Office,(ID413) JOSEPH VANCE BLDG,1414 3RD AVE,98101.0,7,DOWNTOWN,47.60902,-122.33674,1929,1.0,14.0,137350,0,137350,Office,Office,124508.0,,,,,,89.0,51.09999847,54.79999924,125.4000015,129.1999969,6366084.5,6825027.0,2258855.25,1203759.875,4107229.0,0.0,0.0,False,Compliant,,202.99,1.48,Mono usage,0.0,100.0,0.19840879921878363
416,NonResidential,Small- and Mid-Sized Office,Chromer Building,1516 2nd Avenue,98101.0,7,DOWNTOWN,47.60995,-122.33904,1906,1.0,4.0,63540,0,63540,Office,Office,56747.0,,,,,,72.0,62.0,62.79999924,154.5,155.3999939,3518459.5,3564626.75,0.0,711690.0,2428286.0,10901.72949,1090173.0,False,Compliant,,74.83,1.18,Mono usage,0.0,100.0,-0.25241857338835844
417,NonResidential,Large Office,Melbourne Tower,1511 3rd Ave,98101.0,7,DOWNTOWN,47.60987,-122.33824,1927,1.0,10.0,130893,0,130893,"Medical Office, Office, Supermarket/Grocery Store",Office,87925.0,Supermarket/Grocery Store,27177.0,Medical Office,6644.0,,80.0,57.20000076,58.79999924,179.6000061,184.8000031,6962073.0,7163323.5,0.0,2040466.625,6962072.0,0.0,0.0,False,Compliant,,48.54,0.37,Multi usage,0.0,100.0,0.15896980253914245
418,NonResidential,Mixed Use Property,Harold Poll Building,110 Union Street,98101.0,7,DOWNTOWN,47.60821,-122.33899,1910,1.0,5.0,79920,0,79920,"Office, Other, Retail Store",Office,39960.0,Retail Store,26640.0,Other,13320.0,,,37.70000076,37.29999924,118.1999969,117.0,3009463.75,2977095.25,0.0,882023.3125,3009464.0,0.0,0.0,False,Compliant,,20.98,0.26,Multi usage,0.0,100.0,-0.15237044490570043
420,NonResidential,Other,Meridian (West),1506 6th Ave,98101.0,7,DOWNTOWN,47.61164,-122.33446,1996,1.0,6.0,147852,86429,61423,"Office, Other - Restaurant/Bar, Parking, Retail Store",Parking,64821.0,Retail Store,40629.0,Other - Restaurant/Bar,13039.0,,,157.5,157.5,407.7000122,407.7000122,9671619.0,9671619.0,0.0,2087520.25,7122619.0,25489.99023,2548999.0,False,Compliant,,185.03,1.25,Multi usage,0.0,100.0,0.2625544308014988
421,NonResidential,Other,Meridian (East),1501 7th Ave,98101.0,7,DOWNTOWN,47.61185,-122.33421,1996,0.0,4.0,267335,166960,100375,"Movie Theater, Other - Restaurant/Bar, Parking",Parking,166960.0,Movie Theater,69947.0,Other - Restaurant/Bar,27400.0,,,74.69999695,75.80000305,189.3999939,188.0,7273155.5,7378420.5,0.0,1515211.5,5169902.0,21032.53125,2103253.0,False,Compliant,,147.75,0.55,Multi usage,0.0,100.0,0.9923499457888875
424,NonResidential,Large Office,PARK PLACE OFFICE BLDG (ID424),1200 6th Avenue,98101.0,7,DOWNTOWN,47.60909,-122.33202,1971,1.0,21.0,456304,93204,363100,"Office, Parking",Office,342952.0,Parking,106466.0,,,,74.0,56.59999847,59.5,177.6000061,187.0,19397324.0,20421248.0,0.0,5685030.0,19397322.0,0.0,0.0,False,Compliant,,135.23,0.3,Multi usage,0.0,100.0,2.1465620820061893
425,NonResidential,Large Office,First and Stewart,101 Stewart Street,98101.0,7,DOWNTOWN,47.61029,-122.34089,1986,1.0,12.0,115857,15140,100717,"Office, Parking, Restaurant",Office,104788.0,Parking,11844.0,Restaurant,528.0,2017201520142013,89.0,45.20000076,45.20000076,141.8000031,141.8000031,4757299.5,4757299.5,0.0,1394284.625,4757299.0,0.0,0.0,False,Compliant,,33.17,0.29,Multi usage,0.0,100.0,0.06713075126531792
426,NonResidential,Small- and Mid-Sized Office,World Trade Center West,2200 Alaskan Way,98121.0,7,DOWNTOWN,47.61116,-122.34748,1999,1.0,4.0,87500,17500,70000,"Office, Other",Office,70090.0,Other,1672.0,,,,72.0,63.40000153,63.40000153,199.1000061,199.1000061,4549892.0,4549892.0,0.0,1333496.75,4549891.0,0.0,0.0,False,Compliant,,31.72,0.36,Multi usage,0.0,100.0,-0.1060722267189759
427,NonResidential,Large Office,World Trade Center East-Seattle,2211 Elliott Ave,98121.0,7,DOWNTOWN,47.6117,-122.34778,1998,1.0,11.0,374405,184776,189629,"Laboratory, Office",Office,150969.0,Laboratory,41829.0,,,201620152012,72.0,69.09999847,69.09999847,217.1000061,217.1000061,13329024.0,13329024.0,0.0,3906513.0,13329022.0,0.0,0.0,False,Compliant,,92.92,0.25,Multi usage,0.0,100.0,1.646327547537251
428,NonResidential,Other,Lenora,120 Lenora,98121.0,7,DOWNTOWN,47.61252,-122.34351,1985,1.0,12.0,193500,38000,155500,Other,Other,146689.0,,,,,,,98.40000153,98.40000153,309.0,309.0,14436982.0,14436982.0,0.0,4231237.0,14436981.0,0.0,0.0,False,Compliant,,100.65,0.52,Mono usage,0.0,100.0,0.54136987457295
429,NonResidential,Large Office,Terminal Sales Building,1932 1st Avenue,98101.0,7,DOWNTOWN,47.61108,-122.34217,1923,1.0,11.0,102846,0,102846,"Office, Retail Store",Office,93879.0,Retail Store,7500.0,,,,96.0,52.5,59.70000076,98.5,107.0,5327249.5,6047637.0,3480880.75,541139.6875,1846369.0,0.0,0.0,False,Compliant,,281.55,2.74,Multi usage,0.0,100.0,-0.01233971269609008
430,NonResidential,Small- and Mid-Sized Office,The Marshall Building,2013 4th Avenue,98121.0,7,DOWNTOWN,47.61304,-122.34059,1925,1.0,4.0,52800,0,52800,"Office, Restaurant",Office,38880.0,Restaurant,12960.0,,,,83.0,46.90000153,48.20000076,123.0999985,123.6999969,2429021.0,2500323.75,0.0,536908.6875,1831932.0,5970.880371,597088.0,False,Compliant,,44.48,0.84,Multi usage,0.0,100.0,-0.3180178957268045
434,NonResidential,Other,Benaroya Research Institute at Virginia Mason,1201 9th Ave,98101.0,7,EAST,47.61,-122.32922,1999,1.0,5.0,206950,97400,109550,Other,Other,206950.0,,,,,,,93.19999695,92.30000305,277.5,272.7000122,19295226.0,19105426.0,1631750.25,5176868.5,17663475.0,0.0,0.0,False,Compliant,,249.09,1.2,Mono usage,0.0,100.0,0.6235217261048029
436,NonResidential,Other,VM Seattle Hospital & Medical Center - Health Resources Building,909 University Street,98101.0,3,EAST,47.61048,-122.32837,1988,1.0,9.0,46710,0,46710,Urgent Care/Clinic/Other Outpatient,Urgent Care/Clinic/Other Outpatient,46710.0,,,,,,,89.30000305,95.09999847,220.3000031,229.6000061,4169431.5,4439795.5,1447314.625,797806.6875,2722116.0,0.0,0.0,False,Compliant,,130.69,2.8,Mono usage,0.0,100.0,-0.3552152768293312
437,NonResidential,Medical Office,VM Seattle Hospital & Medical Center - Lindeman Pavilion,901 University Street,98101.0,3,EAST,47.61048,-122.32837,1945,1.0,3.0,266000,104000,162000,"Medical Office, Parking",Medical Office,162000.0,Parking,104000.0,,,,65.0,85.90000153,86.5,244.1999969,244.8000031,13911761.0,14009703.0,476741.8125,3488557.5,11902958.0,15320.58984,1532059.0,False,Compliant,,201.15,0.76,Multi usage,0.0,100.0,0.9841958400792203
439,NonResidential,Mixed Use Property,Fisher Plaza - East Building,140 4th Ave N,98109.0,7,LAKE UNION,47.61915,-122.34857,2001,1.0,6.0,378443,177660,200783,"Data Center, Office, Parking, Performing Arts, Restaurant, Retail Store",Parking,164332.0,Office,108781.0,Data Center,54184.0,,100.0,283.7000122,283.7000122,874.0999756,874.0999756,55073120.0,55073120.0,0.0,15681864.0,53506520.0,15665.93945,1566594.0,False,Compliant,,456.22,1.21,Multi usage,0.0,100.0,1.6709914268298622
440,NonResidential,Mixed Use Property,Fisher Plaza - West Building,100 4th Ave N,98109.0,7,LAKE UNION,47.61915,-122.34857,2001,1.0,6.0,213834,104922,108912,"Data Center, Financial Office, Office, Other, Parking, Restaurant",Parking,104922.0,Data Center,54385.0,Office,37721.0,,100.0,707.2999878,707.2999878,2217.800049,2217.800049,75073888.0,75073888.0,0.0,21957020.0,74917352.0,1565.25,156525.0,False,Compliant,,530.59,2.48,Multi usage,0.0,100.0,0.6655688150226673
441,NonResidential,Hotel,Best Western Executive Inn,200 Taylor Ave N,98109.0,7,LAKE UNION,47.62036,-122.34588,1979,1.0,5.0,109017,29409,79608,Hotel,Hotel,109017.0,,,,,,34.0,86.90000153,89.0,199.1000061,205.8000031,9474745.0,9707963.0,0.0,1648708.875,5625395.0,38493.49609,3849350.0,False,Compliant,,243.66,2.24,Mono usage,0.0,100.0,0.02535241189893327
443,NonResidential,Large Office,Elliott Bay Office Park,300 Elliott Avenue West,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62177,-122.36158,1981,1.0,5.0,275734,38452,237282,"Office, Parking",Office,228504.0,Parking,47404.0,,,,77.0,71.69999695,71.69999695,225.0,225.0,16373232.0,16373232.0,0.0,4798719.0,16373229.0,0.0,0.0,False,Compliant,,114.14,0.41,Multi usage,0.0,100.0,1.043650570399745
444,NonResidential,Warehouse,FedEX van Terminal,651 S Alaska St,98104.0,2,GREATER DUWAMISH,47.56064,-122.32522,2001,1.0,1.0,123061,0,123061,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,123061.0,,,,,,59.0,16.20000076,16.20000076,50.70000076,50.70000076,1987934.625,1987934.625,0.0,582630.1875,1987934.0,0.0,0.0,False,Compliant,,13.86,0.11,Mono usage,0.0,100.0,0.11113238237576166
446,NonResidential,Distribution Center,Washington State Ferries Building,6000 6th Ave S,98108.0,2,GREATER DUWAMISH,47.54868,-122.3255,1963,1.0,1.0,59090,0,59090,"Distribution Center, Office",Distribution Center,40272.0,Office,18818.0,,,,45.0,46.59999847,53.40000153,71.40000153,78.90000153,2756214.75,3153949.5,0.0,185927.7969,634386.0,21218.28906,2121829.0,False,Compliant,,117.11,1.98,Multi usage,0.0,100.0,-0.2795989257539157
447,NonResidential,Warehouse,NWCP-SEA Sylv Bldg,750 S Michigan St,98108.0,2,GREATER DUWAMISH,47.5471,-122.32406,1963,1.0,1.0,106000,0,106000,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,106001.0,,,,,,93.0,7.199999809,7.199999809,22.60000038,22.60000038,763364.5,763364.5,0.0,223729.2969,763364.0,0.0,0.0,False,Compliant,,5.32,0.05,Mono usage,0.0,100.0,0.006924743789520623
449,NonResidential,Large Office,1551 Eastlake,1551 Eastlake Ave E,98102.0,4,LAKE UNION,47.63349,-122.32634,1962,1.0,3.0,158600,38400,120200,"Laboratory, Office, Parking",Office,125779.0,Parking,32821.0,Laboratory,20000.0,,19.0,125.5999985,126.6999969,360.3999939,361.6000061,18309150.0,18471858.0,0.0,4672048.0,15941028.0,23681.20117,2368120.0,False,Compliant,,236.9,1.49,Multi usage,0.0,100.0,0.32820261669475936
451,NonResidential,Distribution Center,Frye Distribution Center,660 S. Othello St.,98108.0,2,GREATER DUWAMISH,47.53764,-122.3232,1960,1.0,1.0,119661,0,119661,Distribution Center,Distribution Center,118733.0,,,,,,97.0,6.5,6.5,20.5,20.5,775729.1875,775864.1875,0.0,227129.2969,774965.0,7.638800144,764.0,False,Compliant,,5.44,0.05,Mono usage,0.0,100.0,0.09036537157960554
452,NonResidential,Large Office,1144 Eastlake Building,1144 Eastlake Ave East,98109.0,3,LAKE UNION,47.62958,-122.32826,2001,1.0,7.0,139200,44728,94472,Office,Office,82098.0,,,,,,81.0,52.90000153,52.90000153,166.1000061,166.1000061,4342597.0,4342597.0,0.0,1272742.25,4342597.0,0.0,0.0,False,Compliant,,30.27,0.22,Mono usage,0.0,100.0,0.20970849626963328
453,NonResidential,Small- and Mid-Sized Office,701 Dexter,701 Dexter Avenue North,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62566,-122.34287,1984,1.0,6.0,95721,33921,61800,"Office, Parking",Office,95721.0,Parking,31746.0,,,,95.0,32.0,33.0,100.5,103.5,3063504.5,3155171.75,0.0,897861.6875,3063504.0,0.0,0.0,False,Compliant,,21.36,0.22,Multi usage,0.0,100.0,-0.05585881620274077
456,NonResidential,Large Office,1100 Dexter-RREEF SeaDPD ID 456,1100 Dexter Avenue North,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62929,-122.34194,1996,2.0,5.0,213283,115228,98055,"Office, Parking",Office,105563.0,Parking,0.0,,,20112009,83.0,53.59999847,53.59999847,168.3999939,168.3999939,5661689.5,5661689.5,0.0,1659346.125,5661689.0,0.0,0.0,False,Compliant,,39.47,0.19,Multi usage,0.0,100.0,0.6622033376848196
457,NonResidential,Large Office,1441 N. 34th Street,1441 N 34TH ST,98103.0,4,LAKE UNION,47.64776,-122.33924,2001,1.0,3.0,103697,47656,56041,Office,Office,63199.0,,,,,,7.0,179.1000061,184.6999969,350.2999878,356.1000061,11319836.0,11672252.0,0.0,1437351.5,4904243.0,64155.92188,6415592.0,False,Compliant,,374.92,3.62,Mono usage,0.0,100.0,-0.007141852052699241
458,NonResidential,Small- and Mid-Sized Office,Northgate Exec Center B,155 NE 100th Street,98125.0,5,NORTH,47.70105,-122.32659,1974,1.0,5.0,74880,0,74880,"Office, Parking",Office,71751.0,Parking,0.0,,,,56.0,71.59999847,77.09999847,224.6999969,242.1000061,5134607.5,5531460.0,0.0,1504867.25,5134607.0,0.0,0.0,False,Compliant,,35.8,0.48,Multi usage,0.0,100.0,-0.18315448443882595
459,NonResidential,Small- and Mid-Sized Office,Northgate Exec Center C,9725 3rd Avenue,98115.0,5,NORTH,47.69999,-122.32663,1979,1.0,6.0,88774,0,88774,"Office, Parking",Office,85339.0,Parking,0.0,,,,53.0,70.59999847,74.40000153,221.8000031,233.8000031,6029121.5,6353294.0,0.0,1767034.25,6029121.0,0.0,0.0,False,Compliant,,42.03,0.47,Multi usage,0.0,100.0,-0.09829070561476916
460,NonResidential,Large Office,Northgate Plaza,9709 3rd Ave NE,98115.0,5,NORTH,47.69917,-122.3268,1983,1.0,5.0,122250,0,122250,"Adult Education, Bank Branch, Office, Parking",Office,91281.0,Adult Education,30177.0,Bank Branch,5931.0,2009,93.0,43.5,43.5,136.3999939,136.3999939,5535626.0,5535626.0,0.0,1622399.0,5535625.0,0.0,0.0,False,Compliant,,38.59,0.32,Multi usage,0.0,100.0,0.10617883950644325
461,NonResidential,Small- and Mid-Sized Office,Northgate Office Building,9750 3rd Ave NE,98115.0,5,NORTH,47.70063,-122.32487,1979,1.0,4.0,53730,0,53730,"Office, Parking",Office,53730.0,Parking,0.0,,,,20.0,88.30000305,88.30000305,277.2000122,277.2000122,4742869.0,4742869.0,0.0,1390055.25,4742869.0,0.0,0.0,False,Compliant,,33.06,0.62,Multi usage,0.0,100.0,-0.31233750747962064
462,NonResidential,Small- and Mid-Sized Office,Delridge Building,4045 Delridge Way,98101.0,1,DELRIDGE,47.5671,-122.36416,1960,1.0,3.0,55593,0,55593,Office,Office,55593.0,,,,,,55.0,76.0,79.40000153,186.6999969,190.1999969,4224872.5,4414587.0,0.0,833103.5,2842549.0,13823.23047,1382323.0,False,Compliant,,93.23,1.68,Mono usage,0.0,100.0,-0.3009584071521974
463,NonResidential,Large Office,425 Pontius,425 Pontius Ave N,98109.0,7,LAKE UNION,47.62269,-122.33224,1982,1.0,4.0,134056,60960,73096,"Office, Parking",Office,72066.0,Parking,59137.0,,,,54.0,65.19999695,68.0,204.6000061,213.5,4695139.0,4899096.0,0.0,1376066.25,4695138.0,0.0,0.0,False,Compliant,,32.73,0.24,Multi usage,0.0,100.0,0.17828923052391946
464,NonResidential,Retail Store,Costco #0001 Seattle,4401 4th Ave South,98199.0,2,GREATER DUWAMISH,47.5653,-122.33076,2005,1.0,1.0,158415,0,158415,Retail Store,Retail Store,158415.0,,,,,,25.0,141.3999939,147.0,358.6000061,364.5,22394416.0,23293664.0,0.0,4668122.5,15927634.0,64667.80469,6466780.0,False,Compliant,,454.49,2.87,Mono usage,0.0,100.0,0.3270726469896744
465,NonResidential,Large Office,1000 Denny Building,1000 Denny Way,98109.0,7,LAKE UNION,47.61907,-122.33651,1929,1.0,8.0,287819,0,287819,"Data Center, Office, Other, Restaurant",Office,155985.0,Data Center,88350.0,Other,15630.0,,,176.0,174.6000061,550.7000122,545.9000244,48406556.0,48037000.0,0.0,14113435.0,48155040.0,2515.109863,251511.0,False,Compliant,,349.07,1.21,Multi usage,0.0,100.0,1.1174650778913764
466,NonResidential,Other,VM Seattle Hospital & Medical Center - Buck Pavilion,1100 9th Avenue,98101.0,3,EAST,47.60953,-122.32793,1975,1.0,8.0,158738,0,158738,Urgent Care/Clinic/Other Outpatient,Urgent Care/Clinic/Other Outpatient,158738.0,,,,,,,389.1000061,385.6000061,1026.599976,1001.0,61762380.0,61214744.0,5650343.5,13636758.0,46528618.0,95718.15625,9571816.0,False,Compliant,,1268.87,7.99,Mono usage,0.0,100.0,0.3290455130153092
492,NonResidential,Small- and Mid-Sized Office,Queen Anne Plaza,201 Queen Anne Ave N,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62003,-122.35706,1985,1.0,4.0,86995,28800,58195,"Office, Parking",Office,58195.0,Parking,28800.0,,,,81.0,51.40000153,51.90000153,161.3999939,162.8000031,2991674.75,3018140.75,0.0,876809.625,2991674.0,0.0,0.0,False,Compliant,,20.86,0.24,Multi usage,0.0,100.0,-0.10915673861664026
467,NonResidential,Retail Store,70100608-Ballard,915 NW 45th Street,98107.0,6,BALLARD,47.66057,-122.36857,1999,1.0,1.0,164437,0,164437,"Parking, Retail Store, Supermarket/Grocery Store",Retail Store,102653.0,Supermarket/Grocery Store,74102.0,Parking,0.0,,62.0,104.0,107.6999969,276.0,278.0,18390344.0,19031574.0,0.0,4132326.75,14099499.0,42908.43359,4290843.0,False,Compliant,,326.18,1.98,Multi usage,0.0,100.0,0.36385468787627795
